id,argument1,argument2,topic,score
2908,"In recent years there has been a slowdown of electricity demand growth and financing has become more difficult , which impairs large projects such as nuclear reactors , with very large upfront costs and long project cycles which carry a large variety of risks .",The construction of a nuclear power plant requires much less investment than a hydroelectric one .,Nuclear energy,0.6785714286
2909,Cost estimates also need to take into account plant decommissioning and nuclear waste storage costs .,"In recent years there has been a slowdown of electricity demand growth and financing has become more difficult , which impairs large projects such as nuclear reactors , with very large upfront costs and long project cycles which carry a large variety of risks .",Nuclear energy,0.6428571429
2910,The report goes on to say : “ The risks faced by developers [ of new nuclear plants ] … are so large and variable that individually they could each bring even the largest utility company to its knees financially . ”,The two industries have been linked since the very beginning and a nuclear weapons free world requires a non-nuclear energy policy .,Nuclear energy,0.5178571429
2911,"The main institutional opponents of the measure were the government and energy companies , which had threatened that a "" Yes "" vote would lead to blackouts , higher costs and a reliance on dirty coal power from Germany , which plans to close all nuclear plants by 2022 in response to the 2011 Fukushima disaster in Japan - which was also the impetus for Switzerland 's referendum .",""" The only legitimate concern that nuclear retirements are premature is that electricity markets do not fully account for the external ' social cost ' of pollution , "" wrote Devin Hartman , a senior fellow at the institute .",Nuclear energy,0.6071428571
2912,"Nuclear plants need two decades to build , and the mining of uranium fuel is carbon-polluting , he said .","But nuclear energy is n't really a zero-carbon system , since you still have to manufacture power plants , mine and enrich uranium , and transport processed fuelâ € ” all of which typically rely on CO2-emitting fuel sources .",Nuclear energy,0.5178571429
2913,"The increased opposition to nuclear power does not seem to result from a fear of it , as there have been no major nuclear disasters anywhere in the world since 2011 .","This public distrust is periodically reinforced by safety violations by nuclear companies , or through ineffectiveness or corruption on the part of nuclear regulatory authorities .",Nuclear energy,0.625
2914,"Just to maintain the current world production of nuclear power , either the oldest , creakiest plants need to be relicensed or a veritable orgy of nuclear construction needs to begin .","The Price-Anderson Nuclear Industries Indemnity Act , first passed in 1957 and last renewed in 2005 , restricts any costs payable by utility companies in the event of a nuclear accident to $ 12.6 billion .",Nuclear energy,0.4821428571
2915,"In recent years there has been a slowdown of electricity demand growth and financing has become more difficult , which impairs large projects such as nuclear reactors , with very large upfront costs and long project cycles which carry a large variety of risks .","While it may be theoretically possible to stabilize the climate without nuclear power , in the real world there is no credible path to climate stabilization that does not include a substantial role for nuclear power .",Nuclear energy,0.6785714286
2916,"Therefore , expensive solutions are needed to protect mother earth from the devastating effects of nuclear energy .",If the industry does not pay the total costs of disposing of nuclear waste and ensuring it is safe for thousand of years then this is a subsidy .,Nuclear energy,0.515625
2917,"Italy , Belgium , Spain and Switzerland have also principally decided to become nuclear energy-free .",The two industries have been linked since the very beginning and a nuclear weapons free world requires a non-nuclear energy policy .,Nuclear energy,0.4464285714
2918,Nuclear power requires a very small area .,"While it may be theoretically possible to stabilize the climate without nuclear power , in the real world there is no credible path to climate stabilization that does not include a substantial role for nuclear power .",Nuclear energy,0.1785714286
2919,"When they are not maintained , have structural flaws or were improperly installed , a nuclear reactor could release harmful amounts of radiation into the environment during the process of regular use .","In the event that a malevolent group of people detonate a nuclear reactor , the results would be devastating .",Nuclear energy,0.6071428571
